ENV,GEN,REP,D50F,WT100SE
IK2019,TVu6855,2,34,13
IK2019,TVu6855,3,32,
IK2019,TVu6858,1,.,4
IK2019,TVu6858,2,.,8
IK2019,TVu6858,3,51,13.2
IK2019,TVu6947,1,45,15.8
IK2019,TVu6947,2,43,12.5
IK2019,TVu6947,3,43,
IK2019,TVu6959,1,32,22.5
IK2019,TVu6959,2,.,.
IK2019,TVu6959,3,32,25.1
IK2019,TVu6966,1,.,21.6
IK2019,TVu6966,2,31,21.1
IK2019,TVu6966,3,.,.
IK2019,TVu6968,1,.,.
IK2019,TVu6968,2,41,10.7
IK2019,TVu6968,3,41,.
IK2019,TVu6994,1,45,13
IK2019,TVu6994,2,33,13.2
IK2019,TVu6994,3,42,.
IK2019,TVu7127,1,42,12.9
IK2019,TVu7127,2,37,10.5
IK2019,TVu7127,3,37,13.4
IK2019,TVu7155,1,45,12.6
IK2019,TVu7155,2,49,12
IK2019,TVu7155,3,47,.
IK2019,TVu7290,1,30,13
IK2019,TVu7290,2,32,11.7
IK2019,TVu7290,3,32,16.2
IK2019,TVu7325,1,33,13.7
IK2019,TVu7325,2,33,15.6
IK2019,TVu7325,3,33,13.6
IK2019,TVu7362,1,30,12.5
IK2019,TVu7362,2,30,12.5
IK2019,TVu7362,3,,.
IK2019,TVu7382,1,31,16.4
IK2019,TVu7382,2,32,15.4
IK2019,TVu7382,3,31,18.1
IK2019,TVu7559,1,32,22.6
IK2019,TVu7559,2,32,22.2
IK2019,TVu7559,3,33,23.5
IK2019,TVu7614,1,32,12.8
IK2019,TVu7614,2,33,12
IK2019,TVu7614,3,29,12.6
IK2019,TVu7625,1,36,18.2
IK2019,TVu7625,2,37,17.1
IK2019,TVu7625,3,37,17.9
IK2019,TVu7642,1,,19.1
IK2019,TVu7642,2,46,18.6
IK2019,TVu7642,3,47,20.1
IK2019,TVu7647,1,39,16.9
IK2019,TVu7647,2,40,12.2
IK2019,TVu7647,3,43,.
IK2019,TVu7684,1,33,17.4
IK2019,TVu7684,2,30,17.9
IK2019,TVu7684,3,33,14.5
IK2019,TVu7719,1,.,14.4
IK2019,TVu7719,2,32,14.9
IK2019,TVu7719,3,31,
IK2019,TVu7739,1,48,19.6
IK2019,TVu7739,2,45,13.2
IK2019,TVu7739,3,40,17.4
IK2019,TVu7755,1,31,15.6
IK2019,TVu7755,2,32,13
IK2019,TVu7755,3,30,14.8
IK2019,TVu7798,1,.,.
IK2019,TVu7798,2,.,.
IK2019,TVu7798,3,32,
IK2019,TVu7971,1,31,10.4
IK2019,TVu7971,2,33,8.2
IK2019,TVu7971,3,33,
IK2019,TVu7991,1,42,18.8
IK2019,TVu7991,2,40,14.2
IK2019,TVu7991,3,40,.
IK2019,TVu8,1,33,10.8
IK2019,TVu8,2,34,.
IK2019,TVu8,3,34,12
IK2019,TVu8059,1,38,17.2
IK2019,TVu8059,2,39,12.4
IK2019,TVu8059,3,46,13.4
IK2019,TVu8072,1,46,10
IK2019,TVu8072,2,45,12
IK2019,TVu8072,3,43,.
IK2019,TVu8082,1,32,14.6
IK2019,TVu8082,2,33,14.8
IK2019,TVu8082,3,33,
IK2019,TVu8123,1,43,19
IK2019,TVu8123,2,43,18.4
IK2019,TVu8123,3,38,
IK2019,TVu8262,1,,17.2
IK2019,TVu8262,2,32,.
IK2019,TVu8262,3,31,22.4
IK2019,TVu8389,1,31,16.4
IK2019,TVu8389,2,31,10.8
IK2019,TVu8389,3,31,16
IK2019,TVu84,1,30,8.7
IK2019,TVu84,2,30,13.5
IK2019,TVu84,3,31,9.5
IK2019,TVu8464,1,.,16.9
IK2019,TVu8464,2,.,.
IK2019,TVu8464,3,44,18
IK2019,TVu8516,1,32,20.1
IK2019,TVu8516,2,33,16.2
IK2019,TVu8516,3,34,20.2
IK2019,TVu8612,1,.,14.3
IK2019,TVu8612,2,33,12.6
IK2019,TVu8612,3,32,16.3
IK2019,TVu8622,1,,13.4
IK2019,TVu8622,2,48,18.2
IK2019,TVu8622,3,42,.
IK2019,TVu8631,1,,14.8
IK2019,TVu8631,2,36,13.2
IK2019,TVu8631,3,32,15.5
IK2019,TVu8641,1,40,9.2
IK2019,TVu8641,2,42,.
IK2019,TVu8641,3,40,
IK2019,TVu8656,1,.,13.6
IK2019,TVu8656,2,34,12.9
IK2019,TVu8656,3,33,.
IK2019,TVu8671,1,31,14.4
IK2019,TVu8671,2,30,13.4
IK2019,TVu8671,3,30,10.8
IK2019,TVu8673,1,51,13.5
IK2019,TVu8673,2,48,7.8
IK2019,TVu8673,3,55,13.2
IK2019,TVu870,1,41,23.6
IK2019,TVu870,2,42,12.8
IK2019,TVu870,3,46,21
IK2019,TVu8702,1,,13.1
IK2019,TVu8702,2,32,10.8
IK2019,TVu8702,3,.,.
IK2019,TVu8713,1,33,14.8
IK2019,TVu8713,2,32,13
IK2019,TVu8713,3,32,.
IK2019,TVu8775,1,31,10.2
IK2019,TVu8775,2,29,10.9
IK2019,TVu8775,3,30,.
IK2019,TVu8779,1,,13.1
IK2019,TVu8779,2,32,15.2
IK2019,TVu8779,3,32,15.9
IK2019,TVu8812,1,.,20.3
IK2019,TVu8812,2,31,19.3
IK2019,TVu8812,3,31,19.7
IK2019,TVu8834,1,32,14.4
IK2019,TVu8834,2,32,14.3
IK2019,TVu8834,3,31,13.2
IK2019,TVu8838,1,33,12
IK2019,TVu8838,2,33,14.3
IK2019,TVu8838,3,32,9.9
IK2019,TVu8877,1,,
IK2019,TVu8877,2,31,13
IK2019,TVu8877,3,31,12.4
IK2019,TVu8883,1,,10.8
IK2019,TVu8883,2,32,10.9
IK2019,TVu8883,3,32,8.2
IK2019,TVu889,1,.,21.1
IK2019,TVu889,2,.,17.2
IK2019,TVu889,3,.,
IK2019,TVu8923,1,,19.8
IK2019,TVu8923,2,32,19.3
IK2019,TVu8923,3,33,12.8
IK2019,TVu8934,1,,.
IK2019,TVu8934,2,31,20.4
IK2019,TVu8934,3,31,25.2
IK2019,TVu9031,1,.,24.5
IK2019,TVu9031,2,42,20.9
IK2019,TVu9031,3,45,19.2
IK2019,TVu9073,1,,.
IK2019,TVu9073,2,32,14.6
IK2019,TVu9073,3,33,15.2
IK2019,TVu9095,1,36,19.6
IK2019,TVu9095,2,37,19.8
IK2019,TVu9095,3,38,.
IK2019,TVu9151,1,32,13.6
IK2019,TVu9151,2,32,10
IK2019,TVu9151,3,32,.
IK2019,TVu9220,1,49,11.3
IK2019,TVu9220,2,45,7.2
IK2019,TVu9220,3,47,12.7
IK2019,TVu9228,1,.,19
IK2019,TVu9228,2,36,10.4
IK2019,TVu9228,3,33,13.4
IK2019,TVu9234,1,.,16.8
IK2019,TVu9234,2,.,.
IK2019,TVu9234,3,41,.
IK2019,TVu9237,1,,19.2
IK2019,TVu9237,2,32,19.2
IK2019,TVu9237,3,.,
IK2019,TVu9256,1,.,13.4
IK2019,TVu9256,2,32,16.7
IK2019,TVu9256,3,31,
IK2019,TVu9257,1,31,11.3
IK2019,TVu9257,2,33,19.5
IK2019,TVu9257,3,32,18.8
IK2019,TVu9259,1,.,.
IK2019,TVu9259,2,.,.
IK2019,TVu9259,3,31,
IK2019,TVu9265,1,34,15.5
IK2019,TVu9265,2,35,14.8
IK2019,TVu9265,3,32,13.1
IK2019,TVu9357,1,.,12.3
IK2019,TVu9357,2,32,14.1
IK2019,TVu9357,3,.,.
IK2019,TVu9391,1,30,6.1
IK2019,TVu9391,2,30,.
IK2019,TVu9391,3,.,.
IK2019,TVu9393,1,29,9.3
IK2019,TVu9393,2,30,9.4
IK2019,TVu9393,3,29,18.4
IK2019,TVu945,1,32,15
IK2019,TVu945,2,32,15.5
IK2019,TVu945,3,31,.
IK2019,TVu946,1,37,7.9
IK2019,TVu946,2,49,9.9
IK2019,TVu946,3,47,7.7
IK2019,TVu9468,1,29,9
IK2019,TVu9468,2,33,17.2
IK2019,TVu9468,3,30,15.5
IK2019,TVu9469,1,,11.4
IK2019,TVu9469,2,35,11.1
IK2019,TVu9469,3,45,.
IK2019,TVu9474,1,,.
IK2019,TVu9474,2,30,14.2
IK2019,TVu9474,3,31,17.7
IK2019,TVu9486,1,44,12.3
IK2019,TVu9486,2,51,14.3
IK2019,TVu9486,3,45,.
IK2019,TVu9492,1,,12.7
IK2019,TVu9492,2,34,20.4
IK2019,TVu9492,3,32,.
IK2019,TVu9506,1,46,11.2
IK2019,TVu9506,2,38,11.6
IK2019,TVu9506,3,41,13.2
IK2019,TVu9508,1,,14
IK2019,TVu9508,2,33,15.1
IK2019,TVu9508,3,33,17
IK2019,TVu9516,1,,15.6
IK2019,TVu9516,2,34,13.7
IK2019,TVu9516,3,.,
IK2019,TVu9522,1,31,11.7
IK2019,TVu9522,2,33,11.8
IK2019,TVu9522,3,31,12.4
IK2019,TVu9556,1,.,.
IK2019,TVu9556,2,40,10.4
IK2019,TVu9556,3,.,
IK2019,TVu9557,1,.,10.6
IK2019,TVu9557,2,34,.
IK2019,TVu9557,3,34,12.8
IK2019,TVu9651,1,31,21
IK2019,TVu9651,2,31,19.4
IK2019,TVu9651,3,30,19
IK2019,TVu9676,1,31,13.2
IK2019,TVu9676,2,32,14
IK2019,TVu9676,3,31,13
IK2019,TVu969,1,37,12.7
IK2019,TVu969,2,40,13.3
IK2019,TVu969,3,46,.
IK2019,TVu972,1,30,9.1
IK2019,TVu972,2,31,14.2
IK2019,TVu972,3,30,10.5
IK2019,TVu9749,1,31,13.2
IK2019,TVu9749,2,32,14.4
IK2019,TVu9749,3,33,15.2
IK2019,TVu9761,1,34,19.6
IK2019,TVu9761,2,33,15.3
IK2019,TVu9761,3,.,18
IK2019,TVu9801,1,45,15.1
IK2019,TVu9801,2,45,13
IK2019,TVu9801,3,35,.
IK2019,TVu9820,1,33,16.4
IK2019,TVu9820,2,.,14.2
IK2019,TVu9820,3,34,14.7
IK2019,TVu9848,1,.,17.8
IK2019,TVu9848,2,.,12.5
IK2019,TVu9848,3,38,15.8
IK2019,TVu9866,1,45,12.1
IK2019,TVu9866,2,43,11.2
IK2019,TVu9866,3,41,
IK2020,IT-99-573-1-1,1,47,17.2
IK2020,IT-99-573-1-1,2,46,23.3
IK2020,IT-99-573-1-1,3,53,
IK2020,TVu1000,1,57,15.9
IK2020,TVu1000,2,52,
IK2020,TVu1000,3,54,13.1
IK2020,TVu10005,1,67,16.2
IK2020,TVu10005,2,.,
IK2020,TVu10005,3,55,18.5
IK2020,TVu1004,1,45,17
IK2020,TVu1004,2,48,
IK2020,TVu1004,3,47,13
IK2020,TVu10100,1,66,9.2
IK2020,TVu10100,2,53,
IK2020,TVu10100,3,.,
IK2020,TVu1016,1,47,11.1
IK2020,TVu1016,2,48,
IK2020,TVu1016,3,50,15.5
IK2020,TVu10179,1,54,11
IK2020,TVu10179,2,54,14.3
IK2020,TVu10179,3,47,11
IK2020,TVu10281,1,52,19.4
IK2020,TVu10281,2,46,17.6
IK2020,TVu10281,3,50,14
IK2020,TVu1036,1,44,14.1
IK2020,TVu1036,2,46,11.2
IK2020,TVu1036,3,45,12.2
IK2020,TVu10362,1,46,6.2
IK2020,TVu10362,2,43,
IK2020,TVu10362,3,43,7.2
IK2020,TVu10366,1,50,12.3
IK2020,TVu10366,2,54,13.2
IK2020,TVu10366,3,72,12.3
IK2020,TVu1037,1,45,12.1
IK2020,TVu1037,2,41,
IK2020,TVu1037,3,45,12.1
IK2020,TVu10394,1,53,13.2
IK2020,TVu10394,2,53,15.3
IK2020,TVu10394,3,50,13.2
IK2020,TVu10408,1,54,
IK2020,TVu10408,2,49,5.2
IK2020,TVu10408,3,50,6.2
IK2020,TVu10466,1,50,9
IK2020,TVu10466,2,41,9.5
IK2020,TVu10466,3,43,5.3
IK2020,TVu10513,1,49,7.2
IK2020,TVu10513,2,54,
IK2020,TVu10513,3,45,13.4
IK2020,TVu10545,1,52,17.1
IK2020,TVu10545,2,49,
IK2020,TVu10545,3,50,12.2
IK2020,TVu10559,1,60,10.3
IK2020,TVu10559,2,46,12.3
IK2020,TVu10559,3,54,11
IK2020,TVu1059,1,41,15.5
IK2020,TVu1059,2,46,14
IK2020,TVu1059,3,45,18.3
IK2020,TVu10687,1,55,14.2
IK2020,TVu10687,2,53,12.1
IK2020,TVu10687,3,54,13
IK2020,TVu10754,1,56,
IK2020,TVu10754,2,52,17.2
IK2020,TVu10754,3,.,
IK2020,TVu10835,1,54,
IK2020,TVu10835,2,45,
IK2020,TVu10835,3,57,16
IK2020,TVu10892,1,53,11.4
IK2020,TVu10892,2,50,
IK2020,TVu10892,3,50,
IK2020,TVu109,1,45,6.8
IK2020,TVu109,2,53,10.3
IK2020,TVu109,3,44,9.2
IK2020,TVu10910,1,52,11
IK2020,TVu10910,2,42,16.3
IK2020,TVu10910,3,48,11
IK2020,TVu10918,1,50,
IK2020,TVu10918,2,49,
IK2020,TVu10918,3,45,10.6
IK2020,TVu10952,1,44,21.2
IK2020,TVu10952,2,50,
IK2020,TVu10952,3,50,11.8
IK2020,TVu10973,1,54,12.5
IK2020,TVu10973,2,55,
IK2020,TVu10973,3,55,15.3
IK2020,TVu1124,1,52,18.1
IK2020,TVu1124,2,50,16
IK2020,TVu1124,3,48,21
IK2020,TVu113,1,46,13.2
IK2020,TVu113,2,52,
IK2020,TVu113,3,48,11.2
IK2020,TVu11610,1,42,16.2
IK2020,TVu11610,2,45,
IK2020,TVu11610,3,42,14
IK2020,TVu11971,1,52,18.9
IK2020,TVu11971,2,52,
IK2020,TVu11971,3,48,10.1
IK2020,TVu12432,1,50,13
IK2020,TVu12432,2,52,
IK2020,TVu12432,3,53,19.1
IK2020,TVu12526,1,.,16.1
IK2020,TVu12526,2,55,
IK2020,TVu12526,3,.,20.1
IK2020,TVu12565,1,46,8.3
IK2020,TVu12565,2,46,9.1
IK2020,TVu12565,3,46,9.5
IK2020,TVu12710,1,46,5.4
IK2020,TVu12710,2,52,7.2
IK2020,TVu12710,3,45,6.5
IK2020,TVu12746,1,50,20.4
IK2020,TVu12746,2,48,12.2
IK2020,TVu12746,3,48,11.2
IK2020,TVu1280,1,43,15.6
IK2020,TVu1280,2,35,
IK2020,TVu1280,3,42,12.2
IK2020,TVu12802,1,.,
IK2020,TVu12802,2,52,
IK2020,TVu12802,3,50,15.1
IK2020,TVu12804,1,44,14.2
IK2020,TVu12804,2,43,16.2
IK2020,TVu12804,3,.,20.2
IK2020,TVu12873,1,52,7
IK2020,TVu12873,2,47,
IK2020,TVu12873,3,45,12.3
IK2020,TVu12897,1,45,6.2
IK2020,TVu12897,2,45,
IK2020,TVu12897,3,46,19
IK2020,TVu12923,1,41,8.3
IK2020,TVu12923,2,53,
IK2020,TVu12923,3,47,9.2
IK2020,TVu12937,1,43,9.2
IK2020,TVu12937,2,44,11
IK2020,TVu12937,3,46,10
IK2020,TVu12968,1,43,11.3
IK2020,TVu12968,2,42,10.7
IK2020,TVu12968,3,42,10.2
IK2020,TVu13017,1,53,
IK2020,TVu13017,2,52,10.1
IK2020,TVu13017,3,70,16
IK2020,TVu13035,1,44,15.2
IK2020,TVu13035,2,41,20
IK2020,TVu13035,3,51,16
IK2020,TVu132,1,.,
IK2020,TVu132,2,47,
IK2020,TVu132,3,42,9.1
IK2020,TVu13271,1,42,21
IK2020,TVu13271,2,45,
IK2020,TVu13271,3,50,23.1
IK2020,TVu1330,1,45,11.2
IK2020,TVu1330,2,45,11.2
IK2020,TVu1330,3,46,12.2
IK2020,TVu13305,1,45,9.8
IK2020,TVu13305,2,48,
IK2020,TVu13305,3,50,12
IK2020,TVu13334,1,44,23.2
IK2020,TVu13334,2,42,17.2
IK2020,TVu13334,3,54,23.2
IK2020,TVu13388,1,40,10.8
IK2020,TVu13388,2,41,
IK2020,TVu13388,3,47,
IK2020,TVu13437,1,54,17.2
IK2020,TVu13437,2,44,20.2
IK2020,TVu13437,3,50,16
IK2020,TVu13463,1,47,12.3
IK2020,TVu13463,2,44,17.2
IK2020,TVu13463,3,43,12
IK2020,TVu13485,1,54,9.8
IK2020,TVu13485,2,52,8.6
IK2020,TVu13485,3,54,9
IK2020,TVu13778,1,52,12.5
IK2020,TVu13778,2,52,11.2
IK2020,TVu13778,3,48,13
IK2020,TVu13850,1,42,18.3
IK2020,TVu13850,2,41,20.1
IK2020,TVu13850,3,46,15.3
IK2020,TVu13859,1,.,26.2
IK2020,TVu13859,2,.,
IK2020,TVu13859,3,60,
IK2020,TVu13939,1,42,3.1
IK2020,TVu13939,2,44,
IK2020,TVu13939,3,46,10.3
IK2020,TVu13950,1,52,10.2
IK2020,TVu13950,2,48,
IK2020,TVu13950,3,44,13.2
IK2020,TVu13958,1,70,23.1
IK2020,TVu13958,2,.,
IK2020,TVu13958,3,52,23.1
IK2020,TVu13965,1,39,12.2
IK2020,TVu13965,2,41,16.2
IK2020,TVu13965,3,.,15.2
IK2020,TVu13968,1,48,15
IK2020,TVu13968,2,52,
IK2020,TVu13968,3,45,18.6
IK2020,TVu13979,1,53,17.2
IK2020,TVu13979,2,.,
IK2020,TVu13979,3,.,24
IK2020,TVu14172,1,42,20
IK2020,TVu14172,2,.,
IK2020,TVu14172,3,56,8
IK2020,TVu14173,1,43,20.2
IK2020,TVu14173,2,.,
IK2020,TVu14173,3,41,21.3
IK2020,TVu14190,1,46,10.3
IK2020,TVu14190,2,41,11
IK2020,TVu14190,3,50,11
IK2020,TVu14195,1,52,18.3
IK2020,TVu14195,2,62,
IK2020,TVu14195,3,55,16.3
IK2020,TVu14224,1,43,
IK2020,TVu14224,2,44,
IK2020,TVu14224,3,44,11
IK2020,TVu14248,1,46,6.2
IK2020,TVu14248,2,45,
IK2020,TVu14248,3,46,12.1
IK2020,TVu14253,1,40,11.5
IK2020,TVu14253,2,40,
IK2020,TVu14253,3,45,11.6
IK2020,TVu14272,1,43,13.5
IK2020,TVu14272,2,48,10.1
IK2020,TVu14272,3,44,17.2
IK2020,TVu14290,1,45,14.1
IK2020,TVu14290,2,47,
IK2020,TVu14290,3,51,17.2
IK2020,TVu14321,1,45,11.5
IK2020,TVu14321,2,48,14
IK2020,TVu14321,3,51,14.2
IK2020,TVu14336,1,43,20.1
IK2020,TVu14336,2,48,
IK2020,TVu14336,3,45,
IK2020,TVu14345,1,52,17
IK2020,TVu14345,2,55,8.5
IK2020,TVu14345,3,.,
IK2020,TVu14346,1,51,10
IK2020,TVu14346,2,54,
IK2020,TVu14346,3,54,
IK2020,TVu14393,1,40,10.3
IK2020,TVu14393,2,.,
IK2020,TVu14393,3,53,
IK2020,TVu14401,1,40,17.7
IK2020,TVu14401,2,56,
IK2020,TVu14401,3,45,18.4
IK2020,TVu14406,1,38,5.1
IK2020,TVu14406,2,43,
IK2020,TVu14406,3,44,13.2
IK2020,TVu14533,1,50,16.2
IK2020,TVu14533,2,53,
IK2020,TVu14533,3,61,18.4
IK2020,TVu14539,1,41,
IK2020,TVu14539,2,43,
IK2020,TVu14539,3,45,13.1
IK2020,TVu14558,1,44,9.5
IK2020,TVu14558,2,38,
IK2020,TVu14558,3,48,16
IK2020,TVu14621,1,49,10.6
IK2020,TVu14621,2,45,
IK2020,TVu14621,3,45,14.2
IK2020,TVu14632,1,46,13.1
IK2020,TVu14632,2,44,
IK2020,TVu14632,3,55,16.5
IK2020,TVu14633,1,45,6.2
IK2020,TVu14633,2,.,
IK2020,TVu14633,3,47,7
IK2020,TVu14635,1,46,21.3
IK2020,TVu14635,2,52,
IK2020,TVu14635,3,53,25
IK2020,TVu14683,1,45,10.1
IK2020,TVu14683,2,44,
IK2020,TVu14683,3,46,10
IK2020,TVu14691,1,47,8.2
IK2020,TVu14691,2,55,12.2
IK2020,TVu14691,3,47,10.3
IK2020,TVu14759,1,.,
IK2020,TVu14759,2,47,17
IK2020,TVu14759,3,48,16.3
IK2020,TVu1477,1,56,9.2
IK2020,TVu1477,2,52,13
IK2020,TVu1477,3,52,13
IK2020,TVu14788,1,48,11.5
IK2020,TVu14788,2,52,
IK2020,TVu14788,3,51,
IK2020,TVu14856,1,44,12.1
IK2020,TVu14856,2,46,
IK2020,TVu14856,3,47,16.2
IK2020,TVu14862,1,42,18
IK2020,TVu14862,2,46,12.3
IK2020,TVu14862,3,46,15
IK2020,TVu14875,1,45,
IK2020,TVu14875,2,39,11.2
IK2020,TVu14875,3,47,10
IK2020,TVu14890,1,49,15.5
IK2020,TVu14890,2,49,12.4
IK2020,TVu14890,3,50,19
IK2020,TVu14949,1,52,
IK2020,TVu14949,2,52,
IK2020,TVu14949,3,47,16.2
IK2020,TVu14970,1,52,13.1
IK2020,TVu14970,2,.,
IK2020,TVu14970,3,56,
IK2020,TVu14971,1,50,16
IK2020,TVu14971,2,48,
IK2020,TVu14971,3,53,
IK2020,TVu14992,1,55,
IK2020,TVu14992,2,45,3
IK2020,TVu14992,3,42,14
IK2020,TVu15037,1,52,16.2
IK2020,TVu15037,2,45,
IK2020,TVu15037,3,50,14.2
IK2020,TVu15053,1,.,11.7
IK2020,TVu15053,2,51,
IK2020,TVu15053,3,44,12.4
IK2020,TVu15112,1,52,15.1
IK2020,TVu15112,2,49,14.2
IK2020,TVu15112,3,55,18
IK2020,TVu15114,1,.,19.6
IK2020,TVu15114,2,50,
IK2020,TVu15114,3,47,22
IK2020,TVu15143,1,52,12.7
IK2020,TVu15143,2,52,10.2
IK2020,TVu15143,3,43,11
IK2020,TVu15251,1,53,13.1
IK2020,TVu15251,2,46,15
IK2020,TVu15251,3,45,10
IK2020,TVu15299,1,53,14.8
IK2020,TVu15299,2,45,
IK2020,TVu15299,3,50,
IK2020,TVu15315,1,53,9.2
IK2020,TVu15315,2,50,
IK2020,TVu15315,3,50,13.1
IK2020,TVu1536,1,48,17.3
IK2020,TVu1536,2,48,13.5
IK2020,TVu1536,3,56,18
IK2020,TVu15391,1,51,13
IK2020,TVu15391,2,46,
IK2020,TVu15391,3,50,11.5
IK2020,TVu15400,1,46,15.6
IK2020,TVu15400,2,48,8.2
IK2020,TVu15400,3,45,5.6
IK2020,TVu15411,1,47,9.3
IK2020,TVu15411,2,48,
IK2020,TVu15411,3,48,8.4
IK2020,TVu15426,1,51,19.3
IK2020,TVu15426,2,48,16.1
IK2020,TVu15426,3,50,24
IK2020,TVu15445,1,.,4.2
IK2020,TVu15445,2,52,9.3
IK2020,TVu15445,3,46,4.2
IK2020,TVu15450,1,.,16
IK2020,TVu15450,2,50,
IK2020,TVu15450,3,.,15
IK2020,TVu15468,1,49,15.7
IK2020,TVu15468,2,49,16.7
IK2020,TVu15468,3,44,4
IK2020,TVu15487,1,50,14.2
IK2020,TVu15487,2,50,22.1
IK2020,TVu15487,3,52,10.5
IK2020,TVu15500,1,52,14.1
IK2020,TVu15500,2,59,
IK2020,TVu15500,3,55,15.1
IK2020,TVu1556,1,55,10.1
IK2020,TVu1556,2,45,
IK2020,TVu1556,3,46,8.3
IK2020,TVu15591,1,.,
IK2020,TVu15591,2,.,
IK2020,TVu15591,3,.,
IK2020,TVu15610,1,58,13.9
IK2020,TVu15610,2,45,15
IK2020,TVu15610,3,.,
IK2020,TVu15636,1,52,11
IK2020,TVu15636,2,42,13.5
IK2020,TVu15636,3,44,11.3
IK2020,TVu15639,1,50,14.5
IK2020,TVu15639,2,50,
IK2020,TVu15639,3,45,19
IK2020,TVu15653,1,50,11.2
IK2020,TVu15653,2,50,14.3
IK2020,TVu15653,3,47,14.2
IK2020,TVu15661,1,42,16.6
IK2020,TVu15661,2,43,22.3
IK2020,TVu15661,3,43,19.2
IK2020,TVu15687,1,43,11.4
IK2020,TVu15687,2,42,
IK2020,TVu15687,3,45,16.2
IK2020,TVu15694,1,43,14.2
IK2020,TVu15694,2,54,
IK2020,TVu15694,3,50,14.2
IK2020,TVu15742,1,42,11.3
IK2020,TVu15742,2,41,15.4
IK2020,TVu15742,3,46,13.4
IK2020,TVu15775,1,49,18.2
IK2020,TVu15775,2,47,
IK2020,TVu15775,3,59,21.2
IK2020,TVu1583,1,58,16.2
IK2020,TVu1583,2,51,10.3
IK2020,TVu1583,3,48,10.2
IK2020,TVu15860,1,44,
IK2020,TVu15860,2,46,9.3
IK2020,TVu15860,3,50,7.2
IK2020,TVu15861,1,.,
IK2020,TVu15861,2,56,
IK2020,TVu15861,3,45,12.3
IK2020,TVu15878,1,43,10
IK2020,TVu15878,2,40,
IK2020,TVu15878,3,48,10.1
IK2020,TVu15913,1,46,15.2
IK2020,TVu15913,2,46,13.4
IK2020,TVu15913,3,45,10
IK2020,TVu15926,1,52,9.5
IK2020,TVu15926,2,49,8.3
IK2020,TVu15926,3,48,5.4
IK2020,TVu15945,1,57,
IK2020,TVu15945,2,54,
IK2020,TVu15945,3,64,10
IK2020,TVu15973,1,50,9.5
IK2020,TVu15973,2,50,8.3
IK2020,TVu15973,3,50,6.3
IK2020,TVu15976,1,45,.
IK2020,TVu15976,2,54,
IK2020,TVu15976,3,57,14
IK2020,TVu15982,1,.,
IK2020,TVu15982,2,45,
IK2020,TVu15982,3,44,13
IK2020,TVu15995,1,50,17
IK2020,TVu15995,2,52,
IK2020,TVu15995,3,58,22.4
IK2020,TVu1609,1,55,18.6
IK2020,TVu1609,2,43,
IK2020,TVu1609,3,44,15.6
IK2020,TVu16191,1,52,17.3
IK2020,TVu16191,2,53,18.2
IK2020,TVu16191,3,54,25
IK2020,TVu16220,1,45,
IK2020,TVu16220,2,51,
IK2020,TVu16220,3,52,
IK2020,TVu16237,1,37,
IK2020,TVu16237,2,43,
IK2020,TVu16237,3,43,11
IK2020,TVu16253,1,39,16.2
IK2020,TVu16253,2,41,
IK2020,TVu16253,3,50,16
IK2020,TVu16269,1,59,6.2
IK2020,TVu16269,2,46,15.2
IK2020,TVu16269,3,55,11.3
IK2020,TVu16278,1,41,5
IK2020,TVu16278,2,44,
IK2020,TVu16278,3,41,17.2
IK2020,TVu16304,1,43,10
IK2020,TVu16304,2,42,
IK2020,TVu16304,3,48,10.1
IK2020,TVu16368,1,40,14.2
IK2020,TVu16368,2,41,
IK2020,TVu16368,3,42,16
IK2020,TVu1637,1,51,14.2
IK2020,TVu1637,2,48,
IK2020,TVu1637,3,50,12
IK2020,TVu16403,1,39,8.4
IK2020,TVu16403,2,45,
IK2020,TVu16403,3,46,10
IK2020,TVu16408,1,43,10.5
IK2020,TVu16408,2,41,8.5
IK2020,TVu16408,3,52,11
IK2020,TVu16430,1,39,15
IK2020,TVu16430,2,39,
IK2020,TVu16430,3,45,13.4
IK2020,TVu16449,1,44,13.2
IK2020,TVu16449,2,42,9.2
IK2020,TVu16449,3,41,14.2
IK2020,TVu16461,1,48,
IK2020,TVu16461,2,45,
IK2020,TVu16461,3,46,18.3
IK2020,TVu16465,1,46,13.4
IK2020,TVu16465,2,46,12
IK2020,TVu16465,3,58,15.2
IK2020,TVu16486,1,44,12.3
IK2020,TVu16486,2,44,
IK2020,TVu16486,3,45,12
IK2020,TVu16504,1,46,13.1
IK2020,TVu16504,2,.,
IK2020,TVu16504,3,48,13.1
IK2020,TVu16505,1,44,16.1
IK2020,TVu16505,2,48,
IK2020,TVu16505,3,48,17.2
IK2020,TVu16514,1,43,13.2
IK2020,TVu16514,2,46,13.3
IK2020,TVu16514,3,50,19.3
IK2020,TVu16521,1,.,
IK2020,TVu16521,2,43,5.8
IK2020,TVu16521,3,44,15
IK2020,TVu16528,1,41,
IK2020,TVu16528,2,40,
IK2020,TVu16528,3,41,10.2
IK2020,TVu1656,1,47,
IK2020,TVu1656,2,49,12.1
IK2020,TVu1656,3,50,13.2
IK2020,TVu16574,1,39,
IK2020,TVu16574,2,53,4.9
IK2020,TVu16574,3,45,8
IK2020,TVu16594,1,49,13.1
IK2020,TVu16594,2,50,
IK2020,TVu16594,3,46,13.1
IK2020,TVu16722,1,54,17
IK2020,TVu16722,2,53,
IK2020,TVu16722,3,48,18
